timestamp,engine,profile,payload_kind,query_id,mean_latency_ms,std_latency_ms,n_runs,payload_size_bytes
2026-08-17T17:20:04.918356+00:00,postgresql+timescaledb+minio,360p,image,Q_latest_payload_by_device,0.98,0.053,5,97335
