timestamp,engine,profile,payload_kind,query_id,mean_latency_ms,std_latency_ms,n_runs,rows_returned,total_bytes_returned
2026-08-17T20:31:10.064217+00:00,postgresql+timescaledb+minio,1440p,image,Q_retrieve_binaries_time_range,5230.746,1070.99,5,2000,2934246000
