timestamp,engine,profile,payload_kind,query_id,mean_latency_ms,std_latency_ms,n_runs,rows_returned,total_bytes_returned
2026-08-17T20:43:42.520178+00:00,postgresql+timescaledb+minio,4k,image,Q_retrieve_binaries_time_range,11904.35,221.791,5,2000,6276250000
