timestamp,engine,profile,payload_kind,query_id,mean_latency_ms,std_latency_ms,n_runs,payload_size_bytes
2026-08-17T17:56:30.100555+00:00,postgresql+timescaledb,1440p,image,Q_latest_payload_by_device,8.144,0.48,5,1467123
