timestamp,engine,profile,payload_kind,query_id,run_id,latency_ms,rows_returned,total_bytes_returned
2026-08-17T17:35:51.043736+00:00,mongodb_timeseries,1080p,image,Q_retrieve_binaries_time_range,1,5358.778,2000,1687092000
2026-08-17T17:35:51.043984+00:00,mongodb_timeseries,1080p,image,Q_retrieve_binaries_time_range,2,5742.803,2000,1687092000
2026-08-17T17:35:51.044175+00:00,mongodb_timeseries,1080p,image,Q_retrieve_binaries_time_range,3,5315.051,2000,1687092000
2026-08-17T17:35:51.044367+00:00,mongodb_timeseries,1080p,image,Q_retrieve_binaries_time_range,4,5093.763,2000,1687092000
2026-08-17T17:35:51.044563+00:00,mongodb_timeseries,1080p,image,Q_retrieve_binaries_time_range,5,5213.396,2000,1687092000
