timestamp,engine,profile,payload_kind,query_id,mean_latency_ms,std_latency_ms,n_runs,payload_size_bytes
2026-08-17T17:31:38.458676+00:00,mongodb_timeseries,360p,image,Q_latest_payload_by_device,1.538,0.241,5,97335
