timestamp,engine,profile,payload_kind,query_id,mean_latency_ms,std_latency_ms,n_runs,payload_size_bytes
2026-04-08T02:16:46.891095+00:00,postgresql+timescaledb+minio,5k_uhd_image,image,Q_latest_payload_by_device,4.304,0.699,5,5333253
