timestamp,engine,profile,payload_kind,query_id,mean_latency_ms,std_latency_ms,n_runs,payload_size_bytes
2026-04-08T00:44:36.085426+00:00,postgresql+timescaledb,1440p_qhd_image,image,Q_latest_payload_by_device,8.003,1.138,5,1467123
