timestamp,engine,profile,payload_kind,query_id,mean_latency_ms,std_latency_ms,n_runs,payload_size_bytes
2026-04-08T01:47:21.916723+00:00,postgresql+timescaledb,360p_sd_image,image,Q_latest_payload_by_device,0.852,0.087,5,97335
