timestamp,engine,profile,payload_kind,query_id,mean_latency_ms,std_latency_ms,n_runs,payload_size_bytes
2026-08-17T15:16:14.009853+00:00,mongodb_timeseries,480p,image,Q_latest_payload_by_device,2.953,0.104,5,29536
