timestamp,engine,profile,payload_kind,query_id,mean_latency_ms,std_latency_ms,n_runs,rows_returned,total_bytes_returned
2026-08-17T15:12:26.241162+00:00,postgresql+timescaledb+minio,480p,image,Q_retrieve_binaries_time_range,2118.768,462.599,5,2000,59072928
