timestamp,engine,profile,query_id,mean_latency_ms,std_latency_ms,n_runs
2026-08-17T15:10:09.646677+00:00,postgresql+timescaledb+minio,360p,Q_driver_roundtrip_list_buckets,0.692197,0.042459,10
2026-08-17T15:12:26.238194+00:00,postgresql+timescaledb+minio,480p,Q_driver_roundtrip_list_buckets,0.687138,0.041895,10
2026-08-17T15:14:22.076246+00:00,postgresql+timescaledb+minio,720p,Q_driver_roundtrip_list_buckets,0.746855,0.055047,10
