timestamp,engine,profile,payload_kind,query_id,mean_latency_ms,std_latency_ms,n_runs,rows_returned,total_bytes_returned
2026-06-05T08:56:16.383883+00:00,postgresql+timescaledb,6k,image,Q_retrieve_binaries_time_range,76059.048,1130.239,5,2000,14957056000
