timestamp,engine,profile,payload_kind,payload_size_bytes,payload_size_mb,warmup_rows,total_rows_per_run,batch_size,n_runs,mean_duration_sec,std_duration_sec,mean_rows_per_sec,std_rows_per_sec,mean_logical_mb_per_sec,std_logical_mb_per_sec,mean_db_size_after_mb,std_db_size_after_mb,mean_table_total_after_mb,std_table_total_after_mb,mean_storage_amplification,std_storage_amplification
2026-06-05T09:55:21.607292+00:00,mongodb_timeseries,1080p,image,843546,0.804468,100,2000,50,5,6.4245,0.0426,311.32,2.06,250.445,1.659,161.77,0.0,161.73,0.0,0.1005,0.0
