timestamp,engine,profile,payload_kind,payload_size_bytes,payload_size_mb,attempts,error_type,error
2026-06-05T10:39:40.286765+00:00,mongodb,6k,image,7478528,7.13208,2,BulkWriteError,"batch op errors occurred, full error: {'writeErrors': [{'index': 0, 'code': 10334, 'errmsg': ""BSONObj size: 22436264 (0x15659A8) is invalid. Size must be between 0 and 16793600(16MB) First element: _id: ObjectId('6a22a744a73b61afe0c97f90')"", 'op': {'meta': {'device_id': 1, 'profile': '6k', 'payload_kind': 'image'}, 'ts': datetime.datetime(2026, 6, 5, 10, 39, 34, 154392, tzinfo=datetime.timezone.utc), 'payload_data': b'\xff\xd8\xff\xe0\x00\x10JFIF\x00\x01\x01\x00\x00\x01\x00\x01\x00\x00\xff\xdb\x"
