timestamp,engine,profile,payload_kind,query_id,mean_latency_ms,std_latency_ms,n_runs,rows_returned,total_bytes_returned
2026-06-05T09:52:51.724424+00:00,postgresql+timescaledb+minio,6k,image,Q_retrieve_binaries_time_range,8634.488,357.517,5,2000,14957056000
