timestamp,engine,profile,payload_kind,payload_size_bytes,payload_size_mb,warmup_rows,total_rows_per_run,batch_size,n_runs,mean_duration_sec,std_duration_sec,mean_rows_per_sec,std_rows_per_sec,mean_logical_mb_per_sec,std_logical_mb_per_sec,mean_db_size_after_mb,std_db_size_after_mb,mean_table_total_after_mb,std_table_total_after_mb,mean_storage_amplification,std_storage_amplification
2026-06-05T08:05:11.440835+00:00,postgresql+timescaledb,4k,image,3138125,2.992749,100,2000,50,5,100.9672,0.6577,19.81,0.13,59.284,0.388,6221.123,0.009,6211.586,0.0,1.0378,0.0
