timestamp,engine,profile,payload_kind,query_id,run_id,latency_ms,rows_returned,total_bytes_returned
2026-06-05T07:41:51.941140+00:00,postgresql+timescaledb,360p,image,Q_retrieve_binaries_time_range,1,765.227,2000,194670000
2026-06-05T07:41:51.941198+00:00,postgresql+timescaledb,360p,image,Q_retrieve_binaries_time_range,2,798.203,2000,194670000
2026-06-05T07:41:51.941232+00:00,postgresql+timescaledb,360p,image,Q_retrieve_binaries_time_range,3,788.586,2000,194670000
2026-06-05T07:41:51.941262+00:00,postgresql+timescaledb,360p,image,Q_retrieve_binaries_time_range,4,784.917,2000,194670000
2026-06-05T07:41:51.941291+00:00,postgresql+timescaledb,360p,image,Q_retrieve_binaries_time_range,5,805.656,2000,194670000
