timestamp,engine,profile,payload_kind,query_id,mean_latency_ms,std_latency_ms,n_runs,payload_size_bytes
2026-06-05T09:54:16.712304+00:00,mongodb_timeseries,720p,image,Q_latest_payload_by_device,4.298,1.576,5,382610
