timestamp,profile,profile_label,payload_size_mb,pg_insert_rows_per_sec,pm_insert_rows_per_sec,insert_speedup_pm_vs_pg,pg_point_read_ms,pm_point_read_ms,point_read_speedup_pg_vs_pm,pg_storage_amplification,pm_storage_amplification,pg_disk_mb,pm_disk_mb,pg_driver_ms,minio_driver_ms,pg_estimated_emissions_mg,pm_estimated_emissions_mg,pm_emissions_pct_vs_pg
2026-04-08T15:35:15.065175+00:00,360p_sd_image,360p,0.092826,738.32,104.05,0.141,0.72,1.717,0.419,1.0453,1.0029,194.056,186.199,0.055841,0.846892,147.648,661.967,348.34
2026-04-08T15:35:15.065175+00:00,480p_sd_image,480p,0.164382,475.75,56.88,0.12,1.017,1.163,0.874,1.0435,1.0017,343.073,329.311,0.067355,0.501299,234.333,1175.034,401.44
2026-04-08T15:35:15.065175+00:00,720p_hd_image,720p,0.364885,205.12,51.69,0.252,2.589,1.767,1.465,1.0394,1.0007,758.539,730.318,0.104343,0.502737,532.845,1292.776,142.62
2026-04-08T15:35:15.065175+00:00,1080p_fhd_image,1080p,0.804468,91.86,39.02,0.425,3.641,2.352,1.548,1.0388,1.0003,1671.356,1609.483,0.047119,0.673283,1210.378,1749.88,44.57
2026-04-08T15:35:15.065175+00:00,1440p_qhd_image,1440p,1.399158,50.51,35.47,0.702,7.909,2.28,3.469,1.039,1.0002,2907.586,2798.862,0.049368,0.586354,2173.85,1924.806,-11.46
2026-04-08T15:35:15.065175+00:00,4k_uhd_image,4K,2.992749,23.04,28.49,1.237,14.942,2.461,6.072,1.0378,1.0001,6211.594,5986.045,0.060423,0.539738,4826.238,2375.79,-50.77
2026-04-08T15:35:15.065175+00:00,5k_uhd_image,5K,5.086186,13.16,15.59,1.185,27.322,3.36,8.132,1.0376,1.0001,10555.047,10172.92,0.052281,0.590052,8488.608,4288.516,-49.48
