timestamp,engine,profile,payload_kind,query_id,mean_latency_ms,std_latency_ms,n_runs,rows_returned,total_bytes_returned
2026-08-17T15:00:11.025036+00:00,mongodb_timeseries,360p,image,Q_retrieve_binaries_time_range,50.719,0.313,5,2000,61942069
