timestamp,engine,profile,payload_kind,query_id,mean_latency_ms,std_latency_ms,n_runs,rows_returned,total_bytes_returned
2026-08-17T14:42:42.314509+00:00,postgresql+timescaledb,480p,image,Q_retrieve_binaries_time_range,611.86,206.874,5,2000,100894011
