timestamp,engine,profile,payload_kind,query_id,run_id,latency_ms,payload_size_bytes
2026-08-17T15:00:11.025265+00:00,mongodb_timeseries,360p,image,Q_latest_payload_by_device,1,3.028,30971
2026-08-17T15:00:11.025484+00:00,mongodb_timeseries,360p,image,Q_latest_payload_by_device,2,2.999,30971
2026-08-17T15:00:11.025652+00:00,mongodb_timeseries,360p,image,Q_latest_payload_by_device,3,3.058,30971
2026-08-17T15:00:11.025818+00:00,mongodb_timeseries,360p,image,Q_latest_payload_by_device,4,2.846,30971
2026-08-17T15:00:11.025986+00:00,mongodb_timeseries,360p,image,Q_latest_payload_by_device,5,2.821,30971
