timestamp,engine,profile,payload_kind,payload_size_bytes,payload_size_mb,warmup_rows,total_rows_per_run,batch_size,n_runs,mean_duration_sec,std_duration_sec,mean_rows_per_sec,std_rows_per_sec,mean_logical_mb_per_sec,std_logical_mb_per_sec,mean_db_size_after_mb,std_db_size_after_mb,mean_table_total_after_mb,std_table_total_after_mb,mean_storage_amplification,std_storage_amplification
2026-08-17T14:37:44.719938+00:00,mongodb_timeseries,720p,image,92255,0.087981,100,2000,50,5,1.9502,1.133,1499.2,1094.19,131.902,96.268,47.961,27.898,48.226,27.794,0.2741,0.158
