timestamp,engine,profile,payload_kind,query_id,mean_latency_ms,std_latency_ms,n_runs,payload_size_bytes
2026-08-17T14:21:24.928982+00:00,postgresql+timescaledb,720p,image,Q_latest_payload_by_device,0.83,0.139,5,92255
