timestamp,engine,profile,payload_kind,query_id,mean_latency_ms,std_latency_ms,n_runs,rows_returned,total_bytes_returned
2026-08-17T14:25:20.829461+00:00,postgresql+timescaledb+minio,360p,image,Q_retrieve_binaries_time_range,2302.367,148.454,5,2000,62904080
