timestamp,engine,profile,payload_kind,query_id,mean_latency_ms,std_latency_ms,n_runs,rows_returned,total_bytes_returned
2026-04-06T23:54:42.337784+00:00,postgresql+timescaledb,5k_image,image,Q_retrieve_binaries_time_range,48575.384,532.078,5,2000,10666506000
