timestamp,engine,profile,payload_kind,query_id,mean_latency_ms,std_latency_ms,n_runs,rows_returned,total_bytes_returned
2026-04-06T23:25:35.261595+00:00,postgresql+timescaledb,1440p_qhd_image,image,Q_retrieve_binaries_time_range,11441.429,276.048,5,2000,2934246000
