timestamp,engine,profile,payload_kind,query_id,mean_latency_ms,std_latency_ms,n_runs,rows_returned,total_bytes_returned
2026-04-06T15:06:17.322050+00:00,mongodb_timeseries,4k_uhd_image,image,Q_retrieve_binaries_time_range,10217.909,86.143,5,2000,6276250000
