timestamp,engine,profile,payload_kind,query_id,mean_latency_ms,std_latency_ms,n_runs,payload_size_bytes
2026-08-17T15:21:17.643961+00:00,postgresql+timescaledb+minio,1080p,image,Q_latest_payload_by_device,0.9,0.062,5,137992
