timestamp,engine,profile,payload_kind,query_id,mean_latency_ms,std_latency_ms,n_runs,rows_returned,total_bytes_returned
2026-04-07T15:31:56.851912+00:00,postgresql+timescaledb,1440p_qhd_image,image,Q_retrieve_binaries_time_range,11619.129,136.329,5,2000,2934246000
