timestamp,engine,profile,payload_kind,query_id,mean_latency_ms,std_latency_ms,n_runs,rows_returned,total_bytes_returned
2026-04-07T15:27:08.850821+00:00,postgresql+timescaledb,1080p_fhd_image,image,Q_retrieve_binaries_time_range,6905.67,189.19,5,2000,1687092000
