timestamp,engine,profile,payload_kind,payload_size_bytes,payload_size_mb,warmup_rows,total_rows_per_run,batch_size,n_runs,mean_duration_sec,std_duration_sec,mean_rows_per_sec,std_rows_per_sec,mean_logical_mb_per_sec,std_logical_mb_per_sec,mean_db_size_after_mb,std_db_size_after_mb,mean_table_total_after_mb,std_table_total_after_mb,mean_storage_amplification,std_storage_amplification
2026-04-07T15:20:32.840278+00:00,mongodb_timeseries,5k_image,image,5333253,5.086186,100,2000,50,5,257.647,2.766,7.76,0.08,39.485,0.424,30554.124,0.004,30554.054,0.004,3.0036,0.0
