timestamp,engine,profile,payload_kind,query_id,mean_latency_ms,std_latency_ms,n_runs,rows_returned,total_bytes_returned
2026-04-07T14:45:26.128108+00:00,mongodb_timeseries,1080p_fhd_image,image,Q_retrieve_binaries_time_range,2412.11,8.984,5,2000,1687092000
