timestamp,engine,profile,payload_kind,query_id,mean_latency_ms,std_latency_ms,n_runs,rows_returned,total_bytes_returned
2026-04-07T14:57:57.130384+00:00,mongodb_timeseries,4k_uhd_image,image,Q_retrieve_binaries_time_range,10143.264,81.929,5,2000,6276250000
