timestamp,engine,profile,payload_kind,query_id,mean_latency_ms,std_latency_ms,n_runs,payload_size_bytes
2026-04-08T14:13:51.580612+00:00,postgresql+timescaledb,1080p_fhd_image,image,Q_latest_payload_by_device,3.641,0.178,5,843546
