timestamp,engine,profile,payload_kind,query_id,mean_latency_ms,std_latency_ms,n_runs,rows_returned,total_bytes_returned
2026-04-08T14:09:57.393319+00:00,postgresql+timescaledb,480p_sd_image,image,Q_retrieve_binaries_time_range,1273.309,20.361,5,2000,344734000
