timestamp,engine,profile,payload_kind,query_id,mean_latency_ms,std_latency_ms,n_runs,rows_returned,total_bytes_returned
2026-04-08T15:07:01.408376+00:00,postgresql+timescaledb+minio,1440p_qhd_image,image,Q_retrieve_binaries_time_range,2585.696,35.115,5,2000,2934246000
